1000, 110, 110, 118, 111, 110, 111.8, 3.49285
6000, 250, 247, 251, 245, 228, 244.2, 9.36483
11000, 307, 304, 329, 0, 279, 243.8, 137.436
16000, 343, 341, 344, 342, 328, 339.6, 6.58027
21000, 379, 366, 363, 379, 337, 364.8, 17.1814
26000, 372, 380, 369, 376, 337, 366.8, 17.1668
31000, 381, 363, 376, 380, 351, 370.2, 12.9112
36000, 393, 371, 395, 375, 374, 381.6, 11.4368
41000, 399, 387, 407, 391, 367, 390.2, 15.0732
46000, 399, 400, 402, 410, 367, 395.6, 16.562
51000, 408, 404, 406, 405, 377, 400, 12.9422
56000, 385, 373, 411, 403, 372, 388.8, 17.6125
61000, 415, 405, 403, 415, 360, 399.6, 22.821
