1, 1, 88, 92, 92, 90, 92, 90.8, 1.78885
4, 4, 184, 262, 263, 264, 270, 248.6, 36.2464
8, 8, 333, 273, 343, 273, 328, 310, 34.2053
12, 12, 313, 324, 317, 326, 317, 319.4, 5.41295
16, 16, 314, 321, 331, 320, 320, 321.2, 6.14003
