1000, 110, 110, 110, 110, 88, 105.6, 9.8387
6000, 394, 391, 394, 395, 350, 384.8, 19.5115
11000, 428, 425, 429, 429, 377, 417.6, 22.7552
16000, 442, 438, 442, 444, 414, 436, 12.49
21000, 448, 446, 448, 448, 414, 440.8, 15.0067
26000, 453, 452, 452, 452, 415, 444.8, 16.6643
31000, 452, 452, 452, 453, 412, 444.2, 18.0056
36000, 453, 453, 455, 454, 410, 445, 19.5832
41000, 453, 453, 456, 453, 411, 445.2, 19.1625
46000, 456, 458, 456, 460, 429, 451.8, 12.853
51000, 457, 455, 459, 453, 432, 451.2, 10.9636
56000, 459, 454, 459, 454, 410, 447.2, 20.9452
61000, 456, 458, 462, 452, 437, 453, 9.64365
