1, 1, 36, 37, 35, 37, 31, 35.2, 2.48998
4, 4, 177, 171, 176, 149, 160, 166.6, 11.929
8, 8, 370, 361, 365, 379, 338, 362.6, 15.3069
12, 12, 458, 456, 455, 452, 408, 445.8, 21.2415
16, 16, 474, 470, 482, 475, 440, 468.2, 16.3463
