1, 1, 78, 78, 78, 45, 27, 61.2, 23.8684
4, 4, 158, 162, 174, 175, 190, 171.8, 12.5778
8, 8, 290, 315, 314, 311, 235, 293, 33.9926
12, 12, 310, 330, 311, 315, 262, 305.6, 25.6574
16, 16, 362, 355, 352, 337, 319, 345, 17.161
