500 , 314, 308, 316, 314, 298, 310, 7.34847
1000 , 306, 305, 321, 311, 294, 307.4, 9.81326
1500 , 310, 314, 314, 303, 294, 307, 8.544
2000 , 303, 306, 309, 300, 292, 302, 6.5192
2500 , 308, 321, 313, 320, 290, 310.4, 12.5817
3000 , 313, 304, 307, 318, 289, 306.2, 11.0318
3500 , 301, 298, 285, 298, 275, 291.4, 11.0589
4000 , 306, 284, 288, 309, 271, 291.6, 15.8524
4500 , 300, 309, 304, 316, 275, 300.8, 15.6109
5000 , 296, 293, 295, 299, 281, 292.8, 6.94262
5500 , 300, 297, 293, 316, 281, 297.4, 12.661
6000 , 321, 308, 299, 296, 284, 301.6, 13.8311
6500 , 302, 296, 308, 297, 279, 296.4, 10.8305
7000 , 288, 283, 318, 297, 280, 293.2, 15.2872
7500 , 295, 320, 305, 298, 265, 296.6, 20.1321
8000 , 301, 0, 291, 316, 271, 235.8, 132.826
8500 , 294, 292, 300, 287, 277, 290, 8.63134
9000 , 291, 306, 300, 294, 277, 293.6, 10.9225
9500 , 313, 301, 298, 310, 239, 292.2, 30.376
10000 , 290, 281, 288, 293, 275, 285.4, 7.30068
