1, 1, 97, 98, 98, 97, 91, 96.2, 2.94958
4, 4, 233, 242, 256, 252, 232, 243, 10.8628
8, 8, 269, 299, 327, 284, 252, 286.2, 28.7176
12, 12, 331, 308, 307, 309, 306, 312.2, 10.5688
16, 16, 336, 331, 332, 355, 325, 335.8, 11.4324
