1, 1, 227, 224, 224, 228, 203, 221.2, 10.3296
4, 4, 331, 335, 331, 331, 296, 324.8, 16.1926
8, 8, 327, 328, 326, 326, 309, 323.2, 7.98123
12, 12, 324, 320, 325, 324, 298, 318.2, 11.4543
16, 16, 323, 323, 322, 324, 299, 318.2, 10.7564
