1, 1, 364, 368, 364, 368, 368, 366.4, 2.19089
4, 4, 364, 360, 372, 352, 360, 361.6, 7.26636
8, 8, 372, 364, 352, 372, 356, 363.2, 9.1214
12, 12, 372, 372, 368, 367, 364, 368.6, 3.43511
16, 16, 360, 360, 364, 368, 356, 361.6, 4.5607
