1, 1, 92, 90, 92, 92, 90, 91.2, 1.09545
4, 4, 261, 178, 351, 273, 273, 267.2, 61.4101
8, 8, 357, 264, 331, 341, 279, 314.4, 40.5931
12, 12, 347, 347, 276, 341, 353, 332.8, 32.0344
16, 16, 335, 350, 346, 343, 339, 342.6, 5.85662
