500 , 122, 124, 123, 125, 114, 121.6, 4.39318
1000 , 191, 191, 190, 194, 174, 188, 7.96869
1500 , 231, 224, 228, 228, 211, 224.4, 7.89303
2000 , 251, 246, 248, 247, 235, 245.4, 6.10737
2500 , 262, 260, 260, 246, 230, 251.6, 13.6675
3000 , 275, 269, 264, 266, 243, 263.4, 12.1367
3500 , 273, 268, 270, 274, 247, 266.4, 11.1041
4000 , 270, 278, 0, 273, 252, 214.6, 120.365
4500 , 277, 278, 282, 281, 248, 273.2, 14.2373
5000 , 271, 282, 288, 280, 254, 275, 13.2288
5500 , 284, 275, 282, 282, 243, 273.2, 17.225
6000 , 294, 282, 287, 272, 260, 279, 13.3041
6500 , 294, 287, 286, 286, 255, 281.6, 15.2414
7000 , 275, 274, 287, 282, 250, 273.6, 14.2232
7500 , 285, 284, 277, 284, 242, 274.4, 18.3929
8000 , 280, 280, 263, 281, 255, 271.8, 12.0291
8500 , 278, 292, 289, 284, 250, 278.6, 16.8464
9000 , 277, 278, 292, 292, 277, 283.2, 8.04363
9500 , 285, 288, 294, 281, 248, 279.2, 18.0748
10000 , 295, 288, 288, 281, 270, 284.4, 9.44987
